Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	is about	is about label (for reference only)	definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym
	GENEPIO:0001489	bioinformatics protocol field	bioinformatics protocol	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field		bioinformatics protocol	A data field which describes the name and version number of the bioinformatics protocol used.		https://www.protocols.io/groups/cphln-sarscov2-sequencing-consortium/members	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Further details regarding the methods used to process raw data, and/or generate assemblies, and/or generate consensus sequences can be provided in an SOP or protocol. Provide the name and version number of the protocol, or a link if deposited in a protocol repository.			bioinformatics protocol slot			
	GENEPIO:0001500	lineage/clade name field	lineage/clade name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	APOLLO_SV:00000232	clade name	A data field which describes the name of the lineage or clade.		B.1.1.7	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the Pangolin or Nextstrain lineage/clade name.			lineage/clade name slot|lineage or clade name slot|lineage or clade name field			
	GENEPIO:0001501	lineage/clade analysis software name field	lineage/clade analysis software name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describe the name of the software used to determine the lineage/clade.		Pangolin	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the software used to determine the lineage/clade.			lineage/clade analysis software name slot|lineage or clade analysis software name slot|lineage or clade analysis software name field			
	GENEPIO:0001502	lineage/clade analysis software version field	lineage/clade analysis software version	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the version of the software used to determine the lineage/clade.		2.1.10	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the version of the software used ot determine the lineage/clade.			lineage/clade analysis software version slot|lineage or clade analysis software version slot|lineage or clade analysis software version field			
	GENEPIO:0001503	variant designation field	variant designation	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	GENEPIO:0100293	variant designation	A data field which describes the variant classification of the lineage/clade.		Variant of Concern (VOC) [GENEPIO:0100083]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If the lineage/clade is considered a Variant of Concern, select Variant of Concern from the pick list. If the lineage/clade contains mutations of concern (mutations that increase transmission, clincal severity, or other epidemiological fa ctors) but it not a global Variant of Concern, select Variant. If the lineage/clade does not contain mutations of concern, leave blank.			variant designation slot			
	GENEPIO:0001504	variant evidence field	variant evidence	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the evidence used to make the variant determination.		RT-qPCR	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select whether the sample was screened using RT-qPCR or by sequencing from the pick list.			variant evidence slot			
	GENEPIO:0001504	variant evidence details field	variant evidence details	Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the evidence used to make the variant determination.		RT-qPCR TaqPath assay: S gene target failure	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: List the set of lineage-defining mutations used to make the variant determination. If there are mutations of interest/concern observed in addition to lineage-defining mutations, describe those here.			variant evidence details slot			
	GENEPIO:0100655	gene name field		Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field	GENEPIO:0100599	gene name	A data field which describes the name of the gene used in the diagnostic reverse transcription polymerase chain reaction (RT-PCR) test.		E gene (orf4) [GENEPIO:0100151]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		 			gene name slot			
	GENEPIO:0001507	gene name 1 field	gene name 1	Yes		gene name field	2021-04-24T00:42:14Z					A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		E gene (orf4) [GENEPIO:0100151]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: Select a gene from the pick list. If the gene of interest is not in the list, provide the full name of the gene or the gene symbol (short form of gene name). Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI			gene name one|gene name 1 field|gene name 1 slot			
	GENEPIO:0001510	gene name 2 field	gene name 2	Yes		gene name field	2021-04-24T00:42:14Z					A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		RdRp gene (nsp12) [GENEPIO:0100168]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: Select a gene from the pick list. If the gene of interest is not in the list, provide the full name of the gene or the gene symbol (short form of gene name). Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI			gene name two|gene name 2 field|gene name 2 slot			
	GENEPIO:0001513	gene name 3 field	gene name 3	Yes		gene name field	2021-04-24T00:42:14Z					A data field which describes the name of the gene used in the diagnostic RT-PCR test.		RdRp gene (nsp12) [GENEPIO:0100168]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: Provide the full name of another gene used in an RT-PCR test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI			gene name three|gene name 3 field||gene name 3 slot			
	GENEPIO:0100576	gene name 4 field	gene name 4	Yes		gene name field	2021-04-24T00:42:14Z					A data field which describes the name of the gene used in the diagnostic RT-PCR test.		G2R_G (TNFR) [GENEPIO:0100510]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: Select the name of the gene used for the diagnostic PCR from the standardized pick list.			gene name four|gene name 4 field||gene name 4 slot			
	GENEPIO:0100578	gene name 5 field	gene name 5	Yes		gene name field	2021-04-24T00:42:14Z					A data field which describes the name of the gene used in the diagnostic RT-PCR test.		RNAse P [GENEPIO:0100508]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: Select the name of the gene used for the diagnostic PCR from the standardized pick list.			gene name five|gene name5 field||gene name 5 slot			
	GENEPIO:0100656	diagnostic pcr protocol field		Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the name and version number of the reverse transcription polymerase chain reaction (RT-PCR) protocol used for diagnostic marker amplification.		PCREGene 2.0	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		 			diagnostic pcr protocol slot|diagnostic polymerase chain reaction protocol field|diagnostic polymerase chain reaction protocol slot			
	GENEPIO:0001508	diagnostic pcr protocol 1 field	diagnostic pcr protocol 1	Yes		diagnostic pcr protocol field	2021-04-24T00:42:14Z					A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		EGenePCRTest 2	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: The name and version number of the protocol used for carrying out a diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.			diagnostic pcr protocol one|diagnostic pcr protocol 1 field|diagnostic pcr protocol 1 slot			
	GENEPIO:0001511	diagnostic pcr protocol 2 field	diagnostic pcr protocol 2	Yes		diagnostic pcr protocol field	2021-04-24T00:42:14Z					A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		RdRpGenePCRTest 3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: The name and version number of the protocol used for carrying out a second diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.			diagnostic pcr protocol two|diagnostic pcr protocol 2 field|diagnostic pcr protocol 2 slot			
	GENEPIO:0001514	diagnostic pcr protocol 3 field	diagnostic pcr protocol 3	Yes		diagnostic pcr protocol field	2021-04-24T00:42:14Z					A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		RdRpGenePCRTest 3	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: The name and version number of the protocol used for carrying out a second diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.			diagnostic pcr protocol three|diagnostic pcr protocol 3 field|diagnostic pcr protocol 3 slot			
	GENEPIO:0100657	diagnostic pcr Ct value field		Yes			2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the cycle threshold (Ct) value result from a diagnostic reverse transcription polymerase chain reaction (RT-PCR) test.		21	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		 			diagnostic pcr Ct value slot|diagnostic polymerase chain reaction cycle threshold field|diagnostic polymerase chain reaction cycle threshold slot			
	GENEPIO:0001509	diagnostic pcr Ct value 1 field	diagnostic pcr Ct value 1	Yes		diagnostic pcr Ct value field	2021-04-24T00:42:14Z					A data field which describes the Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.		21	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	ready for release		Example Guidance: Provide the cycle threshold (Ct) value of the sample from the diagnostic RT-PCR test.			diagnostic pcr Ct value one|diagnostic pcr Ct value 1 field|diagnostic pcr Ct value 1 slot			
