inst_id	|	inst_code	|	aka	|	inst_name	|	country	|	address	|	phone	|	fax	|	record_source	|	home_url	|	url_rule	|	comments	|	collection_type	|	qualifier_type	|	unique_name
5654	|	MPUC	|	      	|	Pontificia Universidade Catolica do Rio Grande do Sul, Laboratorio de Botanica	|	Brazil	|	Caixa Postal 1429, Avenida Ipiranga 6681, 90619-900 Porto Alegre, Rio Grande do Sul 	|	      	|	      	|	125711	|	http://www.pucrs.br	|	      	|	      	|	herbarium	|	specimen_voucher	|	MPUC
5655	|	PMHPS	|	      	|	Portsmouth Philosophical Society	|	U.K.	|	Pembroke Street, Portsmouth, Hampshire, England 	|	      	|	      	|	125714	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PMHPS
5656	|	PRV	|	      	|	Porvoo Museum of Natural History	|	Finland	|	Kaivokatu 40, FIN-06100 Porvoo 	|	      	|	      	|	125715	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PRV
5657	|	PTIS	|	      	|	Potato Introduction Station	|	U.S.A.	|	4312 Highway 42, Sturgeon Bay, Wisconsin, 54235-9620	|	      	|	      	|	125716	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PTIS
5658	|	PRB	|	      	|	Prague Botanical Garden	|	Czech Republic	|	Ndvorn 134, CZ-171 00 Praha 7, Troja 	|	      	|	      	|	125718	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PRB
5659	|	TPV	|	      	|	Prairie View A & M University, Biology Department	|	U.S.A.	|	Prairie View, Texas, 77445	|	      	|	      	|	125719	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TPV
5660	|	PCM	|	      	|	Presidency College, Botany Department	|	India	|	Chennai 600 005, Tamil Nadu 	|	      	|	      	|	125721	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PCM<IND>
5661	|	PCH	|	      	|	Prestwich and Pilkington Botanical Society	|	U.K.	|	Prestwich, Lancashire, England 	|	      	|	      	|	125722	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PCH
5662	|	PSU	|	      	|	Prince of Songkla University, Biology Department	|	Thailand	|	Hat Yai 90112, Songkhla 	|	      	|	      	|	125723	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PSU<THA>
5663	|	SMI	|	      	|	Prince Rupert Forest Region, Research Section	|	Canada	|	Postal Bag 5000, Smithers, British Columbia, V0J 2N0	|	      	|	      	|	125724	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SMI
5664	|	LJM	|	      	|	Prirodoslovni Muzej Slovenije	|	Slovenia	|	P.P. 290, 1000 Ljubljana 	|	      	|	      	|	125725	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	LJM
5665	|	STD	|	      	|	Prittlewell Priory Museum	|	U.K.	|	Priory Park, Southend-on-Sea, Essex, England 	|	      	|	      	|	125726	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	STD
5666	|	QPNRA	|	      	|	Programa Nacional de Regionalizacion, Ministerio de Agricultura y Ganaderia, Departamento de Ecologia	|	Ecuador	|	Casilla 099-B, Edif. La Filantrpica, Quito 	|	      	|	      	|	125727	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QPNRA
5667	|	MVN	|	      	|	Public Library	|	U.K.	|	Graham Road, Malvern, Hereford and Worcester, England 	|	      	|	      	|	125730	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	MVN
5668	|	HGS	|	      	|	Public Museum and Art Gallery, St. John's Place	|	U.K.	|	Cambridge Road, Hastings, Sussex, England 	|	      	|	      	|	125731	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HGS
5669	|	RHM	|	      	|	Public Reference Library	|	U.K.	|	Rotherham, South Yorkshire, England 	|	      	|	      	|	125732	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RHM
5670	|	UPR	|	      	|	Puerto Rico Botanic Garden, University of Puerto Rico	|	Puerto Rico, U.S.A.	|	P.O. Box 364984, San Juan, Puerto Rico, 00936-4984	|	      	|	      	|	125733	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	UPR
5671	|	PUN	|	      	|	Punjabi University, Botany Department	|	India	|	Patiala 147 002, Punjab 	|	      	|	      	|	125734	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PUN
5672	|	PUS	|	      	|	Puslinch House	|	U.K.	|	Yealmpton, Devon, England 	|	      	|	      	|	125737	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PUS
5673	|	BDI	|	      	|	Putnam Museum of History and Natural Science, Natural History Department	|	U.S.A.	|	1717 West 12th Street, Davenport, Iowa, 52804	|	      	|	      	|	125738	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	BDI
5674	|	PGFA	|	      	|	Pyatigorsk State Pharmaceutical Academy, Botany Department	|	Russia	|	Av. Kalinia, 11, 357532 Pyatigorsk, Stavropolskiy 	|	      	|	      	|	125739	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PGFA
5675	|	QDC	|	      	|	Qinghai Institute for Drug Control	|	People's Republic of China	|	86 Beida Street, Xining, Qinghai, 810000	|	      	|	      	|	125740	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QDC
5676	|	QUA	|	      	|	Qinghai University, Agriculture Department	|	People's Republic of China	|	40 Ningzhang Road, Xining, Qinghai, 810016	|	      	|	      	|	125741	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QUA
5677	|	QYTC	|	      	|	Qingyang Teachers College, Biology Department	|	People's Republic of China	|	137 South Avenue, Xifeng, Gansu, 745000	|	      	|	      	|	125742	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QYTC
5678	|	QTC	|	      	|	Qiqihar Teachers College, Biology Department	|	People's Republic of China	|	35 Zhonghua West Road, Qiqihar, Heilongjiang, 161006	|	      	|	      	|	125743	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QTC
5679	|	ISL	|	      	|	Quaid-I-Azam University, Biological Sciences Department	|	Pakistan	|	Islamabad, Islamabad 	|	      	|	      	|	125744	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ISL
5680	|	HTE	|	      	|	Queen Ethelburga's School	|	U.K.	|	Harrogate, North Yorkshire, England 	|	      	|	      	|	125745	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HTE
5681	|	QMC	|	      	|	Queen Mary College	|	U.K.	|	London, England 	|	      	|	      	|	125746	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QMC
5682	|	HLL	|	      	|	Queen's Gardens, College of Higher Education, Natural Science Department	|	U.K.	|	Kingston upon Hull, Humberside, England 	|	      	|	      	|	125747	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HLL
5683	|	QBG	|	      	|	Queen Sirikit Botanic Garden	|	Thailand	|	P.O. Box 7, Mae Rim, Chiang Mai 50180 	|	      	|	      	|	125748	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QBG
5684	|	BFT	|	      	|	Queen's University, Botany Department	|	U.K.	|	Belfast, Northern Ireland 	|	      	|	      	|	125749	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	BFT
5685	|	QK	|	      	|	Queen's University, Biology Department	|	Canada	|	Kingston, Ontario, K7L 3N6	|	      	|	      	|	125750	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	QK
5686	|	RFE	|	      	|	Radcliffe Literary and Scientific Society Museum	|	U.K.	|	Strand Lane, Radcliffe, Lancashire, England 	|	      	|	      	|	125751	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RFE
5687	|	RUHV	|	      	|	Radford University, Biology Department	|	U.S.A.	|	Box 6931, Radford, Virginia, 24142	|	      	|	      	|	125752	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RUHV
5688	|	ABN	|	      	|	Radley College	|	U.K.	|	Abingdon, Oxfordshire, England 	|	      	|	      	|	125753	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ABN
5689	|	RAMK	|	      	|	Ramkhamhaeng University, Biology Department	|	Thailand	|	Bangkok 10240 	|	      	|	      	|	125754	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RAMK
5690	|	RAM	|	      	|	Ramsey Public Library	|	Isle of Man	|	Ramsey 	|	      	|	      	|	125755	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RAM
5691	|	RMWC	|	      	|	Randolph-Macon Woman's College, Biology Department	|	U.S.A.	|	2500 Rivermont Avenue, Lynchburg, Virginia, 24503-1526	|	      	|	      	|	125758	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RMWC
5692	|	GLEN	|	      	|	Rappahannock Community College	|	U.S.A.	|	South Campus, Glenns, Virginia, 23149	|	      	|	      	|	125759	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	GLEN
5693	|	LCR	|	      	|	Ratcliffe College	|	U.K.	|	Syston, Leicester, Leicestershire, England 	|	      	|	      	|	125760	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	LCR
5694	|	RDG	|	      	|	Reading Museum and Archive Service	|	U.K.	|	Blagrave Street, Reading, Berkshire RG1 1QH, England 	|	      	|	      	|	125761	|	http://www.readingmuseum.org.uk	|	      	|	      	|	herbarium	|	specimen_voucher	|	RDG
5695	|	UNLV	|	      	|	University of Nevada, Las Vegas, Department of Biological Sciences	|	U.S.A.	|	Box 454004, Las Vegas, Nevada, 89154-4004	|	      	|	      	|	126749	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	UNLV
5696	|	RHMC	|	      	|	Red House Museum	|	U.K.	|	Christchurch, Dorset, England 	|	      	|	      	|	125764	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RHMC
5697	|	BIOT	|	      	|	Regional Center for Tropical Biology	|	Indonesia	|	P.O. Box 116, Bogor 1600, Java 	|	      	|	      	|	125765	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	BIOT
5698	|	MMI	|	      	|	Regionalni muzeum	|	Czech Republic	|	CZ-692 15 Mikulov 	|	      	|	      	|	125766	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	MMI
5699	|	RRLB	|		|	Regional Research Laboratory	|	India	|	Bhubaneswar 751 013, Orissa 	|		|		|	125768	|	http://www.vigyanprasar.gov.in/comcom/develop60.htm	|	      	|		|	herbarium	|	specimen_voucher	|	RRLB
5700	|	RRLH	|	      	|	Regional Research Laboratory	|	India	|	Canal Road, Jammu-Tawi 180 001, Jammu and Kashmir 	|	      	|	      	|	125769	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RRLH
5701	|	AAR	|	      	|	Reliquae Aaronsohnianae	|	Israel	|	40 Hameyasdim Street, Zichron-Yaakov 30900 	|	      	|	      	|	125771	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	AAR
5702	|	RPTN	|	      	|	Repton School, Biology Department	|	U.K.	|	Repton, Derbyshire, England 	|	      	|	      	|	125772	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RPTN
5703	|	RRCBI	|	      	|	Regional Research Centre (Ay.)	|	India	|	Jayanagar, Bangalore 560 011, Karnataka 	|	      	|	      	|	125767	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RRCBI
5704	|	RNMUT	|	      	|	Republic Nature Museum of Uzbekistan	|	Uzbekistan	|	Sagban Street 16, Tashkent 	|	      	|	      	|	125773	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RNMUT
5705	|	RIN	|	      	|	Research Institute for Nature Management, Botany Department	|	Netherlands	|	Postbus 46, Kasteel Broekhuizen, 3956 ZR Leersum 	|	      	|	      	|	125774	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RIN
5706	|	TARI	|	      	|	Research Institute of Forests and Rangelands, Botanical Department	|	Iran	|	P.O. Box 13185-116, Tehran 	|	      	|	      	|	125775	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TARI<IRN>
5707	|	TBIP	|	      	|	Research Institute of Plant Protection	|	Georgia	|	I. Chavchavadze 82, Tbilisi 	|	      	|	      	|	125776	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TBIP
5708	|	IBGE	|	      	|	Reserva Ecologica do IBGE	|	Brazil	|	Caixa Postal 08770, 70312-970 Braslia, Distrito Federal 	|	      	|	      	|	125777	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	IBGE
5709	|	CVRD	|	      	|	Reserva Natural da Vale do Rio Doce	|	Brazil	|	Caixa Postal 91, 29900-970 Linhares, Esprito Santo 	|	      	|	      	|	125778	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	CVRD
5710	|	KUM	|	      	|	Resource Management Support Center	|	Ghana	|	Box 1457, Kumasi 	|	      	|	      	|	125779	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	KUM
5711	|	CMY	|	      	|	R. G. Kar Medical College, Botany Department	|	India	|	Box 1457, Kumasi Kolkata, West Bengal 	|	      	|	      	|	125780	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	CMY
5712	|	SWMT	|	      	|	Rhodes College, Biology Department	|	U.S.A.	|	2000 North Parkway, Memphis, Tennessee, 38112-1690	|	      	|	      	|	125781	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SWMT
5713	|	RUH	|	      	|	Rhodes University, Botany Department	|	South Africa	|	P.O. Box 94, Grahamstown 6140, Eastern Cape Province 	|	      	|	      	|	125782	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RUH
5714	|	RCN	|	      	|	Richmond Naturalists' Field Club	|	U.K.	|	Richmond, North Yorkshire, England 	|	      	|	      	|	125783	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RCN
5715	|	RPN	|	      	|	Ripon Mechanics Institute	|	U.K.	|	Ripon, North Yorkshire, England 	|	      	|	      	|	125785	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RPN
5716	|	SARC	|	      	|	Roanoke College, Biology Department	|	U.S.A.	|	Salem, Virginia, 24153-3794	|	      	|	      	|	125786	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SARC
5717	|	WWF	|	      	|	Welder Wildlife Foundation	|	U.S.A.	|	P.O. Box 1400, Sinton, Texas, 78387-1400	|	      	|	      	|	125787	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	WWF
5718	|	SBSC	|	      	|	Robert A. Vines Environmental Science Center	|	U.S.A.	|	8856 Westview Drive, Houston, Texas, 77055	|	      	|	      	|	125788	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SBSC
5719	|	THO	|	      	|	Robert Dick Museum Library	|	U.K.	|	High Street, Thurso, Highland Region, Scotland 	|	      	|	      	|	125789	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	THO
5720	|	RUNYON	|	      	|	Robert Runyon Herbarium	|	U.S.A.	|	P.O. Box 3311, Brownsville, Texas, 78520	|	      	|	      	|	125790	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RUNYON
5721	|	RCHP	|	      	|	Rochdale Equitable Pioneers' Memorial Museum	|	U.K.	|	Toad Lane, Rochdale, Greater Manchester, England 	|	      	|	      	|	125791	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RCHP
5722	|	RFNS	|	      	|	Rochdale Field Naturalists' Society	|	U.K.	|	Toad Lane, Rochdale, Greater Manchester, England Rochdale, Greater Manchester, England 	|	      	|	      	|	125792	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RFNS
5723	|	RCHM	|	      	|	Rochdale Museum Service	|	U.K.	|	The Esplanade, Rochdale, Greater Manchester OL16 4AQ, England 	|	      	|	      	|	125793	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RCHM
5724	|	ROCH	|	      	|	Rochester Academy of Science	|	U.S.A.	|	Box 92642, Rochester, New York, 14692-0642	|	      	|	      	|	125794	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ROCH
5725	|	RCR	|	      	|	Rochester Public Museum	|	U.K.	|	Eastgate House, High Street, Rochester, Kent, England 	|	      	|	      	|	125795	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RCR
5726	|	EPHR	|	      	|	Snow College, Biology Department	|	U.S.A.	|	Eastgate House, High Street, Rochester, Kent, England Ephraim, Utah, 84627	|	      	|	      	|	125980	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	EPHR
5727	|	USFS	|	      	|	Rocky Mountain Forest and Range Experiment Station	|	U.S.A.	|	240 West Prospect Street, Fort Collins, Colorado, 80526-2098	|	      	|	      	|	125798	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	USFS
5728	|	FPF	|	      	|	Rocky Mountain Research Station, USDA Forest Service	|	U.S.A.	|	      	|	      	|	      	|	125803	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	FPF
5729	|	RWPM	|	      	|	Roger Williams Park Museum of Natural History	|	USA	|	Providence, Rhode Island, 02905	|	      	|	      	|	125804	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RWPM
5730	|	RWBG	|	      	|	Rostov State University	|	Russia	|	Lesoparkovaja Street 30A, 344041 Rostov-on-Don 	|	      	|	      	|	125805	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RWBG
5731	|	SHY	|	      	|	Rowley's House Museum	|	U.K.	|	Shrewsbury, Salop, England 	|	      	|	      	|	125806	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	SHY
5732	|	ISRA	|	      	|	Royal Academy	|	U.K.	|	Inverness, Scotland 	|	      	|	      	|	125807	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ISRA
5733	|	CIR	|	      	|	Royal Agricultural College	|	U.K.	|	Cirencester, Gloucestershire, England 	|	      	|	      	|	125808	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	CIR
5734	|	RAMM	|	      	|	Royal Albert Memorial Museum, Leisure and Tourism Department	|	U.K.	|	Queen Street, Exeter, Devon EX4 3RX, England 	|	      	|	      	|	125809	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RAMM
5735	|	HAM	|	      	|	Royal Botanical Gardens	|	Canada	|	P.O. Box 399, Hamilton, Ontario, L8N 3H8	|	      	|	      	|	125810	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	HAM
5736	|	R	|	      	|	Universidade Federal do Rio de Janeiro, Departamento de Botanica	|	Brazil	|	Quinta da Boa Vista, So Cristvo, 20949-040 Rio de Janeiro, Rio de Janeiro 	|	      	|	      	|	126368	|	http://acd.ufrj.br/museu/~mndb/	|	      	|	      	|	herbarium	|	specimen_voucher	|	R<BRA>
5737	|	NSW	|	      	|	Royal Botanic Gardens	|	Australia	|	Mrs Macquaries Road, Sydney, New South Wales, 2000	|	      	|	      	|	125814	|	http://www.rbgsyd.nsw.gov.au	|	      	|	      	|	herbarium	|	specimen_voucher	|	NSW
5738	|	PDA	|	      	|	Royal Botanic Gardens, Department of Agriculture	|	Sri Lanka	|	P.O. Box 15, Peradeniya 	|	      	|	      	|	125815	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	PDA
5739	|	RBS	|	      	|	Royal Botanic Society	|	U.K.	|	Regent's Park, London, England 	|	      	|	      	|	125816	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RBS
5740	|	V	|	Royal British Columbia Museum, Botany Unit	|	Royal British Columbia Museum - Herbarium	|	Canada	|	P.O. Box 9815 Stn Prov Govt, 675 Belleville Street, Victoria, British Columbia, V8V 9W2	|	[1] 250/ 387-5493	|	[1] 250/ 387-5674	|	125817	|		|	      	|	Richard Hebda, Curator, rhebda@royalbcmuseum.bc.ca	|	herbarium	|	specimen_voucher	|	V
5741	|	TRU	|	      	|	Royal Cornwall Museum	|	U.K.	|	River Street, Truro, Cornwall TR1 2SJ, England 	|	      	|	      	|	125818	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TRU
5742	|	RDS	|	      	|	Royal Dublin Society	|	Ireland	|	Ballsbridge, Dublin 	|	      	|	      	|	125819	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RDS
5743	|	BKF	|		|	The Forest Herbarium	|	Thailand	|	61 Phahonyothin Rd., Chatuchak Bangkok 10900	|		|		|	125820	|		|	      	|		|	herbarium	|	specimen_voucher	|	BKF
5744	|	ENG	|	      	|	Royal Holloway College, University of London, Botany Department	|	U.K.	|	Englefield Green, Surrey, England 	|	      	|	      	|	125821	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	ENG
5745	|	TRO	|	      	|	Royal Horticultural Society of Cornwall	|	U.K.	|	Truro, Cornwall, England 	|	      	|	      	|	125822	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	TRO
5746	|	WSY	|	      	|	Royal Horticultural Society's Gardens	|	U.K.	|	Woking, Wisley, Surrey, England GU23 6QB 	|	      	|	      	|	125823	|	http://www.rhs.org.uk/science/	|	      	|	      	|	herbarium	|	specimen_voucher	|	WSY
5747	|	RLS	|	      	|	Royal Latin School	|	U.K.	|	Buckingham, Buckinghamshire, England 	|	      	|	      	|	125824	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	RLS
5748	|	MSL	|	      	|	Royal Medical Society of London	|	U.K.	|	London, England 	|	      	|	      	|	125825	|	      	|	      	|	      	|	herbarium	|	specimen_voucher	|	MSL
